RunOrder,Plot,RunDate,Block,Barcode,Firmness.kg,block,Date,HarvestPeriod,Entry,Alias,InstituteName,Species,Organization,Synonym,AcquisitionDate,CountryofOrigin,State,Year,Region
2764,1359,20240605,1,"1359,1,Kaiser_Samling,20240605",0.08,1,20240605,Harvest2,PI270471,Kaiser_Samling,"F. Goeschke, Germany",Fragaria x ananassa,UC DAVIS,Kaiser_Samling,18800101,Germany,Germany,1880,Europe
4626,2419,20240606,2,"2419,2,Kaiser_Samling,20240606",0.04,2,20240606,Harvest2,PI270471,Kaiser_Samling,"F. Goeschke, Germany",Fragaria x ananassa,UC DAVIS,Kaiser_Samling,18800101,Germany,Germany,1880,Europe
1233,2419,20240516,2,"2419,2,Kaiser_Samling,20240516",0.06,2,20240516,Harvest1,PI270471,Kaiser_Samling,"F. Goeschke, Germany",Fragaria x ananassa,UC DAVIS,Kaiser_Samling,18800101,Germany,Germany,1880,Europe
831,1359,20240515,1,"1359,1,Kaiser_Samling,20240515",0.06,1,20240515,Harvest1,PI270471,Kaiser_Samling,"F. Goeschke, Germany",Fragaria x ananassa,UC DAVIS,Kaiser_Samling,18800101,Germany,Germany,1880,Europe
833,1359,20240515,1,"1359,1,Kaiser_Samling,20240515",0.08,1,20240515,Harvest1,PI270471,Kaiser_Samling,"F. Goeschke, Germany",Fragaria x ananassa,UC DAVIS,Kaiser_Samling,18800101,Germany,Germany,1880,Europe
4900,3278,20240607,3,"3278,3,Kaiser_Samling,20240607",0.05,3,20240607,Harvest2,PI270471,Kaiser_Samling,"F. Goeschke, Germany",Fragaria x ananassa,UC DAVIS,Kaiser_Samling,18800101,Germany,Germany,1880,Europe
4901,3278,20240607,3,"3278,3,Kaiser_Samling,20240607",0.09,3,20240607,Harvest2,PI270471,Kaiser_Samling,"F. Goeschke, Germany",Fragaria x ananassa,UC DAVIS,Kaiser_Samling,18800101,Germany,Germany,1880,Europe
2014,3278,20240517,3,"3278,3,Kaiser_Samling,20240517",0.07,3,20240517,Harvest1,PI270471,Kaiser_Samling,"F. Goeschke, Germany",Fragaria x ananassa,UC DAVIS,Kaiser_Samling,18800101,Germany,Germany,1880,Europe
1234,2419,20240516,2,"2419,2,Kaiser_Samling,20240516",0.03,2,20240516,Harvest1,PI270471,Kaiser_Samling,"F. Goeschke, Germany",Fragaria x ananassa,UC DAVIS,Kaiser_Samling,18800101,Germany,Germany,1880,Europe
4625,2419,20240606,2,"2419,2,Kaiser_Samling,20240606",0.04,2,20240606,Harvest2,PI270471,Kaiser_Samling,"F. Goeschke, Germany",Fragaria x ananassa,UC DAVIS,Kaiser_Samling,18800101,Germany,Germany,1880,Europe
4899,3278,20240607,3,"3278,3,Kaiser_Samling,20240607",0.06,3,20240607,Harvest2,PI270471,Kaiser_Samling,"F. Goeschke, Germany",Fragaria x ananassa,UC DAVIS,Kaiser_Samling,18800101,Germany,Germany,1880,Europe
832,1359,20240515,1,"1359,1,Kaiser_Samling,20240515",0.04,1,20240515,Harvest1,PI270471,Kaiser_Samling,"F. Goeschke, Germany",Fragaria x ananassa,UC DAVIS,Kaiser_Samling,18800101,Germany,Germany,1880,Europe
1235,2419,20240516,2,"2419,2,Kaiser_Samling,20240516",0.05,2,20240516,Harvest1,PI270471,Kaiser_Samling,"F. Goeschke, Germany",Fragaria x ananassa,UC DAVIS,Kaiser_Samling,18800101,Germany,Germany,1880,Europe
2012,3284,20240517,3,"3284,3,,20240517",0.22,3,20240517,Harvest1,MaradesBois,,GFA Marrionnet,Fragaria x ananassa,U Florida,Mara_des_Bois,19910101,France,France,1991,Europe
3754,1390,20240605,1,"1390,1,,20240605",0.22,1,20240605,Harvest2,MaradesBois,,GFA Marrionnet,Fragaria x ananassa,U Florida,Mara_des_Bois,19910101,France,France,1991,Europe
15,1390,20240515,1,"1390,1,,20240515",0.2,1,20240515,Harvest1,MaradesBois,,GFA Marrionnet,Fragaria x ananassa,U Florida,Mara_des_Bois,19910101,France,France,1991,Europe
3737,1390,20240605,1,"1390,1,,20240605",0.17,1,20240605,Harvest2,MaradesBois,,GFA Marrionnet,Fragaria x ananassa,U Florida,Mara_des_Bois,19910101,France,France,1991,Europe
5523,3284,20240607,3,"3284,3,,20240607",0.19,3,20240607,Harvest2,MaradesBois,,GFA Marrionnet,Fragaria x ananassa,U Florida,Mara_des_Bois,19910101,France,France,1991,Europe
4324,2012,20240606,2,"2012,2,,20240606",0.16,2,20240606,Harvest2,MaradesBois,,GFA Marrionnet,Fragaria x ananassa,U Florida,Mara_des_Bois,19910101,France,France,1991,Europe
967,2012,20240516,2,"2012,2,,20240516",0.21,2,20240516,Harvest1,MaradesBois,,GFA Marrionnet,Fragaria x ananassa,U Florida,Mara_des_Bois,19910101,France,France,1991,Europe
965,2012,20240516,2,"2012,2,,20240516",0.18,2,20240516,Harvest1,MaradesBois,,GFA Marrionnet,Fragaria x ananassa,U Florida,Mara_des_Bois,19910101,France,France,1991,Europe
13,1390,20240515,1,"1390,1,,20240515",0.19,1,20240515,Harvest1,MaradesBois,,GFA Marrionnet,Fragaria x ananassa,U Florida,Mara_des_Bois,19910101,France,France,1991,Europe
3738,1390,20240605,1,"1390,1,,20240605",0.22,1,20240605,Harvest2,MaradesBois,,GFA Marrionnet,Fragaria x ananassa,U Florida,Mara_des_Bois,19910101,France,France,1991,Europe
5522,3284,20240607,3,"3284,3,,20240607",0.17,3,20240607,Harvest2,MaradesBois,,GFA Marrionnet,Fragaria x ananassa,U Florida,Mara_des_Bois,19910101,France,France,1991,Europe
966,2012,20240516,2,"2012,2,,20240516",0.23,2,20240516,Harvest1,MaradesBois,,GFA Marrionnet,Fragaria x ananassa,U Florida,Mara_des_Bois,19910101,France,France,1991,Europe
2013,3284,20240517,3,"3284,3,,20240517",0.19,3,20240517,Harvest1,MaradesBois,,GFA Marrionnet,Fragaria x ananassa,U Florida,Mara_des_Bois,19910101,France,France,1991,Europe
2011,3284,20240517,3,"3284,3,,20240517",0.2,3,20240517,Harvest1,MaradesBois,,GFA Marrionnet,Fragaria x ananassa,U Florida,Mara_des_Bois,19910101,France,France,1991,Europe
3755,1390,20240605,1,"1390,1,,20240605",0.17,1,20240605,Harvest2,MaradesBois,,GFA Marrionnet,Fragaria x ananassa,U Florida,Mara_des_Bois,19910101,France,France,1991,Europe
4325,2012,20240606,2,"2012,2,,20240606",0.22,2,20240606,Harvest2,MaradesBois,,GFA Marrionnet,Fragaria x ananassa,U Florida,Mara_des_Bois,19910101,France,France,1991,Europe
3736,1390,20240605,1,"1390,1,,20240605",0.22,1,20240605,Harvest2,MaradesBois,,GFA Marrionnet,Fragaria x ananassa,U Florida,Mara_des_Bois,19910101,France,France,1991,Europe
4323,2012,20240606,2,"2012,2,,20240606",0.17,2,20240606,Harvest2,MaradesBois,,GFA Marrionnet,Fragaria x ananassa,U Florida,Mara_des_Bois,19910101,France,France,1991,Europe
5524,3284,20240607,3,"3284,3,,20240607",0.19,3,20240607,Harvest2,MaradesBois,,GFA Marrionnet,Fragaria x ananassa,U Florida,Mara_des_Bois,19910101,France,France,1991,Europe
14,1390,20240515,1,"1390,1,,20240515",0.22,1,20240515,Harvest1,MaradesBois,,GFA Marrionnet,Fragaria x ananassa,U Florida,Mara_des_Bois,19910101,France,France,1991,Europe
3756,1390,20240605,1,"1390,1,,20240605",0.22,1,20240605,Harvest2,MaradesBois,,GFA Marrionnet,Fragaria x ananassa,U Florida,Mara_des_Bois,19910101,France,France,1991,Europe
5183,3318,20240607,3,"3318,3,Primella,20240607",0.14,3,20240607,Harvest2,PI551422,Primella,"Institute for Horticultural Plant Breeding (IVT), Wageningen, The Netherlands",Fragaria x ananassa,UC DAVIS,Primella,19690101,Netherlands,Netherlands,1969,Europe
1060,2250,20240516,2,"2250,2,Primella,20240516",0.19,2,20240516,Harvest1,PI551422,Primella,"Institute for Horticultural Plant Breeding (IVT), Wageningen, The Netherlands",Fragaria x ananassa,UC DAVIS,Primella,19690101,Netherlands,Netherlands,1969,Europe
2523,3318,20240517,3,"3318,3,Primella,20240517",0.17,3,20240517,Harvest1,PI551422,Primella,"Institute for Horticultural Plant Breeding (IVT), Wageningen, The Netherlands",Fragaria x ananassa,UC DAVIS,Primella,19690101,Netherlands,Netherlands,1969,Europe
694,1342,20240515,1,"1342,1,Elsanta,20240515",0.18,1,20240515,Harvest1,PI551579,Elsanta,"Institute for Horticultural Plant Breeding (IVT), Wageningen, The Netherlands",Fragaria x ananassa,UC DAVIS,Elsanta,19730101,Netherlands,Netherlands,1973,Europe
5184,3318,20240607,3,"3318,3,Primella,20240607",0.11,3,20240607,Harvest2,PI551422,Primella,"Institute for Horticultural Plant Breeding (IVT), Wageningen, The Netherlands",Fragaria x ananassa,UC DAVIS,Primella,19690101,Netherlands,Netherlands,1969,Europe
5185,3318,20240607,3,"3318,3,Primella,20240607",0.11,3,20240607,Harvest2,PI551422,Primella,"Institute for Horticultural Plant Breeding (IVT), Wageningen, The Netherlands",Fragaria x ananassa,UC DAVIS,Primella,19690101,Netherlands,Netherlands,1969,Europe
695,1342,20240515,1,"1342,1,Elsanta,20240515",0.18,1,20240515,Harvest1,PI551579,Elsanta,"Institute for Horticultural Plant Breeding (IVT), Wageningen, The Netherlands",Fragaria x ananassa,UC DAVIS,Elsanta,19730101,Netherlands,Netherlands,1973,Europe
759,1159,20240515,1,"1159,1,Primella,20240515",0.13,1,20240515,Harvest1,PI551422,Primella,"Institute for Horticultural Plant Breeding (IVT), Wageningen, The Netherlands",Fragaria x ananassa,UC DAVIS,Primella,19690101,Netherlands,Netherlands,1969,Europe
2521,3318,20240517,3,"3318,3,Primella,20240517",0.23,3,20240517,Harvest1,PI551422,Primella,"Institute for Horticultural Plant Breeding (IVT), Wageningen, The Netherlands",Fragaria x ananassa,UC DAVIS,Primella,19690101,Netherlands,Netherlands,1969,Europe
1061,2250,20240516,2,"2250,2,Primella,20240516",0.17,2,20240516,Harvest1,PI551422,Primella,"Institute for Horticultural Plant Breeding (IVT), Wageningen, The Netherlands",Fragaria x ananassa,UC DAVIS,Primella,19690101,Netherlands,Netherlands,1969,Europe
5134,3146,20240607,3,"3146,3,Elsanta,20240607",0.19,3,20240607,Harvest2,PI551579,Elsanta,"Institute for Horticultural Plant Breeding (IVT), Wageningen, The Netherlands",Fragaria x ananassa,UC DAVIS,Elsanta,19730101,Netherlands,Netherlands,1973,Europe
693,1342,20240515,1,"1342,1,Elsanta,20240515",0.38,1,20240515,Harvest1,PI551579,Elsanta,"Institute for Horticultural Plant Breeding (IVT), Wageningen, The Netherlands",Fragaria x ananassa,UC DAVIS,Elsanta,19730101,Netherlands,Netherlands,1973,Europe
5133,3146,20240607,3,"3146,3,Elsanta,20240607",0.12,3,20240607,Harvest2,PI551579,Elsanta,"Institute for Horticultural Plant Breeding (IVT), Wageningen, The Netherlands",Fragaria x ananassa,UC DAVIS,Elsanta,19730101,Netherlands,Netherlands,1973,Europe
5135,3146,20240607,3,"3146,3,Elsanta,20240607",0.17,3,20240607,Harvest2,PI551579,Elsanta,"Institute for Horticultural Plant Breeding (IVT), Wageningen, The Netherlands",Fragaria x ananassa,UC DAVIS,Elsanta,19730101,Netherlands,Netherlands,1973,Europe
1725,2041,20240516,2,"2041,2,Elsanta,20240516",0.14,2,20240516,Harvest1,PI551579,Elsanta,"Institute for Horticultural Plant Breeding (IVT), Wageningen, The Netherlands",Fragaria x ananassa,UC DAVIS,Elsanta,19730101,Netherlands,Netherlands,1973,Europe
4265,2041,20240606,2,"2041,2,Elsanta,20240606",0.1,2,20240606,Harvest2,PI551579,Elsanta,"Institute for Horticultural Plant Breeding (IVT), Wageningen, The Netherlands",Fragaria x ananassa,UC DAVIS,Elsanta,19730101,Netherlands,Netherlands,1973,Europe
4263,2041,20240606,2,"2041,2,Elsanta,20240606",0.12,2,20240606,Harvest2,PI551579,Elsanta,"Institute for Horticultural Plant Breeding (IVT), Wageningen, The Netherlands",Fragaria x ananassa,UC DAVIS,Elsanta,19730101,Netherlands,Netherlands,1973,Europe
4556,2250,20240606,2,"2250,2,Primella,20240606",0.18,2,20240606,Harvest2,PI551422,Primella,"Institute for Horticultural Plant Breeding (IVT), Wageningen, The Netherlands",Fragaria x ananassa,UC DAVIS,Primella,19690101,Netherlands,Netherlands,1969,Europe
2020,3146,20240517,3,"3146,3,Elsanta,20240517",0.13,3,20240517,Harvest1,PI551579,Elsanta,"Institute for Horticultural Plant Breeding (IVT), Wageningen, The Netherlands",Fragaria x ananassa,UC DAVIS,Elsanta,19730101,Netherlands,Netherlands,1973,Europe
3645,1159,20240605,1,"1159,1,Primella,20240605",0.11,1,20240605,Harvest2,PI551422,Primella,"Institute for Horticultural Plant Breeding (IVT), Wageningen, The Netherlands",Fragaria x ananassa,UC DAVIS,Primella,19690101,Netherlands,Netherlands,1969,Europe
1726,2041,20240516,2,"2041,2,Elsanta,20240516",0.15,2,20240516,Harvest1,PI551579,Elsanta,"Institute for Horticultural Plant Breeding (IVT), Wageningen, The Netherlands",Fragaria x ananassa,UC DAVIS,Elsanta,19730101,Netherlands,Netherlands,1973,Europe
760,1159,20240515,1,"1159,1,Primella,20240515",0.17,1,20240515,Harvest1,PI551422,Primella,"Institute for Horticultural Plant Breeding (IVT), Wageningen, The Netherlands",Fragaria x ananassa,UC DAVIS,Primella,19690101,Netherlands,Netherlands,1969,Europe
2522,3318,20240517,3,"3318,3,Primella,20240517",0.19,3,20240517,Harvest1,PI551422,Primella,"Institute for Horticultural Plant Breeding (IVT), Wageningen, The Netherlands",Fragaria x ananassa,UC DAVIS,Primella,19690101,Netherlands,Netherlands,1969,Europe
2019,3146,20240517,3,"3146,3,Elsanta,20240517",0.17,3,20240517,Harvest1,PI551579,Elsanta,"Institute for Horticultural Plant Breeding (IVT), Wageningen, The Netherlands",Fragaria x ananassa,UC DAVIS,Elsanta,19730101,Netherlands,Netherlands,1973,Europe
1059,2250,20240516,2,"2250,2,Primella,20240516",0.24,2,20240516,Harvest1,PI551422,Primella,"Institute for Horticultural Plant Breeding (IVT), Wageningen, The Netherlands",Fragaria x ananassa,UC DAVIS,Primella,19690101,Netherlands,Netherlands,1969,Europe
2021,3146,20240517,3,"3146,3,Elsanta,20240517",0.32,3,20240517,Harvest1,PI551579,Elsanta,"Institute for Horticultural Plant Breeding (IVT), Wageningen, The Netherlands",Fragaria x ananassa,UC DAVIS,Elsanta,19730101,Netherlands,Netherlands,1973,Europe
1727,2041,20240516,2,"2041,2,Elsanta,20240516",0.13,2,20240516,Harvest1,PI551579,Elsanta,"Institute for Horticultural Plant Breeding (IVT), Wageningen, The Netherlands",Fragaria x ananassa,UC DAVIS,Elsanta,19730101,Netherlands,Netherlands,1973,Europe
4555,2250,20240606,2,"2250,2,Primella,20240606",0.19,2,20240606,Harvest2,PI551422,Primella,"Institute for Horticultural Plant Breeding (IVT), Wageningen, The Netherlands",Fragaria x ananassa,UC DAVIS,Primella,19690101,Netherlands,Netherlands,1969,Europe
3644,1159,20240605,1,"1159,1,Primella,20240605",0.21,1,20240605,Harvest2,PI551422,Primella,"Institute for Horticultural Plant Breeding (IVT), Wageningen, The Netherlands",Fragaria x ananassa,UC DAVIS,Primella,19690101,Netherlands,Netherlands,1969,Europe
758,1159,20240515,1,"1159,1,Primella,20240515",0.15,1,20240515,Harvest1,PI551422,Primella,"Institute for Horticultural Plant Breeding (IVT), Wageningen, The Netherlands",Fragaria x ananassa,UC DAVIS,Primella,19690101,Netherlands,Netherlands,1969,Europe
3646,1159,20240605,1,"1159,1,Primella,20240605",0.16,1,20240605,Harvest2,PI551422,Primella,"Institute for Horticultural Plant Breeding (IVT), Wageningen, The Netherlands",Fragaria x ananassa,UC DAVIS,Primella,19690101,Netherlands,Netherlands,1969,Europe
4264,2041,20240606,2,"2041,2,Elsanta,20240606",0.14,2,20240606,Harvest2,PI551579,Elsanta,"Institute for Horticultural Plant Breeding (IVT), Wageningen, The Netherlands",Fragaria x ananassa,UC DAVIS,Elsanta,19730101,Netherlands,Netherlands,1973,Europe
2676,3110,20240517,3,"3110,3,Addie,20240517",0.18,3,20240517,Harvest1,PI552260,Addie,"Instituto Sperimentale Frutticoltura, Roma & Institute Caltivazioni Arboree, Bologna",Fragaria x ananassa,UC DAVIS,Addie,19820101,Italy,Italy,1982,Europe
5368,3110,20240607,3,"3110,3,Addie,20240607",0.16,3,20240607,Harvest2,PI552260,Addie,"Instituto Sperimentale Frutticoltura, Roma & Institute Caltivazioni Arboree, Bologna",Fragaria x ananassa,UC DAVIS,Addie,19820101,Italy,Italy,1982,Europe
78,1147,20240515,1,"1147,1,Addie,20240515",0.16,1,20240515,Harvest1,PI552260,Addie,"Instituto Sperimentale Frutticoltura, Roma & Institute Caltivazioni Arboree, Bologna",Fragaria x ananassa,UC DAVIS,Addie,19820101,Italy,Italy,1982,Europe
2675,3110,20240517,3,"3110,3,Addie,20240517",0.14,3,20240517,Harvest1,PI552260,Addie,"Instituto Sperimentale Frutticoltura, Roma & Institute Caltivazioni Arboree, Bologna",Fragaria x ananassa,UC DAVIS,Addie,19820101,Italy,Italy,1982,Europe
3892,2399,20240606,2,"2399,2,Addie,20240606",0.13,2,20240606,Harvest2,PI552260,Addie,"Instituto Sperimentale Frutticoltura, Roma & Institute Caltivazioni Arboree, Bologna",Fragaria x ananassa,UC DAVIS,Addie,19820101,Italy,Italy,1982,Europe
3042,1147,20240605,1,"1147,1,Addie,20240605",0.15,1,20240605,Harvest2,PI552260,Addie,"Instituto Sperimentale Frutticoltura, Roma & Institute Caltivazioni Arboree, Bologna",Fragaria x ananassa,UC DAVIS,Addie,19820101,Italy,Italy,1982,Europe
5366,3110,20240607,3,"3110,3,Addie,20240607",0.19,3,20240607,Harvest2,PI552260,Addie,"Instituto Sperimentale Frutticoltura, Roma & Institute Caltivazioni Arboree, Bologna",Fragaria x ananassa,UC DAVIS,Addie,19820101,Italy,Italy,1982,Europe
3041,1147,20240605,1,"1147,1,Addie,20240605",0.21,1,20240605,Harvest2,PI552260,Addie,"Instituto Sperimentale Frutticoltura, Roma & Institute Caltivazioni Arboree, Bologna",Fragaria x ananassa,UC DAVIS,Addie,19820101,Italy,Italy,1982,Europe
77,1147,20240515,1,"1147,1,Addie,20240515",0.13,1,20240515,Harvest1,PI552260,Addie,"Instituto Sperimentale Frutticoltura, Roma & Institute Caltivazioni Arboree, Bologna",Fragaria x ananassa,UC DAVIS,Addie,19820101,Italy,Italy,1982,Europe
5367,3110,20240607,3,"3110,3,Addie,20240607",0.17,3,20240607,Harvest2,PI552260,Addie,"Instituto Sperimentale Frutticoltura, Roma & Institute Caltivazioni Arboree, Bologna",Fragaria x ananassa,UC DAVIS,Addie,19820101,Italy,Italy,1982,Europe
3893,2399,20240606,2,"2399,2,Addie,20240606",0.33,2,20240606,Harvest2,PI552260,Addie,"Instituto Sperimentale Frutticoltura, Roma & Institute Caltivazioni Arboree, Bologna",Fragaria x ananassa,UC DAVIS,Addie,19820101,Italy,Italy,1982,Europe
1214,2399,20240516,2,"2399,2,Addie,20240516",0.13,2,20240516,Harvest1,PI552260,Addie,"Instituto Sperimentale Frutticoltura, Roma & Institute Caltivazioni Arboree, Bologna",Fragaria x ananassa,UC DAVIS,Addie,19820101,Italy,Italy,1982,Europe
3043,1147,20240605,1,"1147,1,Addie,20240605",0.13,1,20240605,Harvest2,PI552260,Addie,"Instituto Sperimentale Frutticoltura, Roma & Institute Caltivazioni Arboree, Bologna",Fragaria x ananassa,UC DAVIS,Addie,19820101,Italy,Italy,1982,Europe
2674,3110,20240517,3,"3110,3,Addie,20240517",0.14,3,20240517,Harvest1,PI552260,Addie,"Instituto Sperimentale Frutticoltura, Roma & Institute Caltivazioni Arboree, Bologna",Fragaria x ananassa,UC DAVIS,Addie,19820101,Italy,Italy,1982,Europe
3891,2399,20240606,2,"2399,2,Addie,20240606",0.17,2,20240606,Harvest2,PI552260,Addie,"Instituto Sperimentale Frutticoltura, Roma & Institute Caltivazioni Arboree, Bologna",Fragaria x ananassa,UC DAVIS,Addie,19820101,Italy,Italy,1982,Europe
2010,3283,20240517,3,"3283,3,Stoplight,20240517",0.09,3,20240517,Harvest1,PI551808,Stoplight,Iowa State University,Fragaria x ananassa,UC DAVIS,Stoplight,19620101,Midwestern US,Iowa,1962,North America
5532,3283,20240607,3,"3283,3,Stoplight,20240607",0.14,3,20240607,Harvest2,PI551808,Stoplight,Iowa State University,Fragaria x ananassa,UC DAVIS,Stoplight,19620101,Midwestern US,Iowa,1962,North America
122,1325,20240515,1,"1325,1,Stoplight,20240515",0.21,1,20240515,Harvest1,PI551808,Stoplight,Iowa State University,Fragaria x ananassa,UC DAVIS,Stoplight,19620101,Midwestern US,Iowa,1962,North America
1493,2303,20240516,2,"2303,2,Stoplight,20240516",0.19,2,20240516,Harvest1,PI551808,Stoplight,Iowa State University,Fragaria x ananassa,UC DAVIS,Stoplight,19620101,Midwestern US,Iowa,1962,North America
4746,2303,20240606,2,"2303,2,Stoplight,20240606",0.13,2,20240606,Harvest2,PI551808,Stoplight,Iowa State University,Fragaria x ananassa,UC DAVIS,Stoplight,19620101,Midwestern US,Iowa,1962,North America
1492,2303,20240516,2,"2303,2,Stoplight,20240516",0.16,2,20240516,Harvest1,PI551808,Stoplight,Iowa State University,Fragaria x ananassa,UC DAVIS,Stoplight,19620101,Midwestern US,Iowa,1962,North America
1494,2303,20240516,2,"2303,2,Stoplight,20240516",0.11,2,20240516,Harvest1,PI551808,Stoplight,Iowa State University,Fragaria x ananassa,UC DAVIS,Stoplight,19620101,Midwestern US,Iowa,1962,North America
121,1325,20240515,1,"1325,1,Stoplight,20240515",0.12,1,20240515,Harvest1,PI551808,Stoplight,Iowa State University,Fragaria x ananassa,UC DAVIS,Stoplight,19620101,Midwestern US,Iowa,1962,North America
5533,3283,20240607,3,"3283,3,Stoplight,20240607",0.1,3,20240607,Harvest2,PI551808,Stoplight,Iowa State University,Fragaria x ananassa,UC DAVIS,Stoplight,19620101,Midwestern US,Iowa,1962,North America
